search_topic,title,authors,year,publication_date,type,journal,doi,url,cited_by_count
recapitulation,"Customer Loyalty Migration Analysis Using the Recency, Frequency, Monetary (RFM) Method and Ethnography Approach to Develop Business-to-Business (B2B) Marketing Strategy at PT Aru Raharja","Yuniarso Dwiatmojo, Jerry Heikal",2026,2026-09-22,article,Journal Research of Social Science Economics and Management,https://doi.org/10.59141/jrssem.v6i2.1708,https://openalex.org/W7214026117,0
recapitulation,Simulation Model of a Waste Loop Based on The Closed Loop Logistics Method for Food Waste Management in The Free Nutritious Meal (MBG) Program in Bandung City,"Abelio Try Kanda GM, Irfaan Ardhi Nurfadhiilah, Yasmina Frahnaz Nasywa, Muhamad Rafi Arban, Noneng Nurjanah",2026,2026-09-22,article,Journal Research of Social Science Economics and Management,https://doi.org/10.59141/jrssem.v6i2.1737,https://openalex.org/W7214019065,0
recapitulation,Goldilocks and the Three Plumes: A Magnetohydrodynamic Model for Planet Formation,Douglas Buttram,2026,2026-09-22,preprint,,https://doi.org/10.22541/essoar.15004529/v2,https://openalex.org/W7214013350,0
recapitulation,Multi-omics limitations in patient-derived cancer organoids: molecular origins and strategies for mitigation,"Jiyun Lim, Yejun Kim, Jin‐Ku Lee",2026,2026-09-22,article,Organoid,https://doi.org/10.51335/organoid.2026.6.e11,https://openalex.org/W7214000740,0
church fathers,The Creation Mandate and the Decalogue as Pillars of a Triperspectival Christian Ethic of Earth Stewardship,Gregory J. Rummo,2026,2026-09-22,article,International Journal of Education Culture and Society,https://doi.org/10.11648/j.ijecs.20261105.16,https://openalex.org/W7214112740,0
church fathers,Justice on Country : How Indigenous Resurgence Moves Beyond the Limits of Transitional Justice in Australia,Alessia Filippo,2026,2026-09-22,dissertation,EPub Bayreuth (University of Bayreuth),https://doi.org/10.15495/epub_ubt_00009566,https://openalex.org/W7214054951,0
church fathers,Identity and Its Discontents,Alberto Castelli,2026,2026-09-22,book,,https://doi.org/10.4324/9781042029945,https://openalex.org/W7214053050,0
church fathers,‘My Single True Activity’: Sinéad Morrissey’s Found Architecture and Self-Conscious Ecopoetics,Sarah Upton,2026,2026-09-22,article,Green Letters,https://doi.org/10.1080/14688417.2026.2735928,https://openalex.org/W7214014709,0
church fathers,"Narrating Dual Schooling: Language, Identity, and Educational Precarity Among Displaced Ukrainian Adolescents in the United States",Roxanna M. Senyshyn,2026,2026-09-22,article,Journal of Language Identity & Education,https://doi.org/10.1080/15348458.2026.2732194,https://openalex.org/W7214008498,0
church fathers,A Comparative Investigation of the Post-war Hope in Revolutionary Sexuality,Blanche Plaquevent,2026,2026-09-22,article,The Historical Journal,https://doi.org/10.1017/s0018246x26101952,https://openalex.org/W7213986430,0
church fathers,"The Third Space of Conversion: Selective Cultural Brokerage and the Historical Reconstitution of Tradition Among the Atswean-Asi (A Kuteb Subgroup) in Taraba State, Nigeria",Yaweh Filibus,2026,2026-09-22,article,Journal of Central and Eastern European African Studies,https://doi.org/10.12700/jceeas.2026.6.2.503,https://openalex.org/W7213984526,0
church fathers,"Gender norms for gender justice: power, transformation, and the politics of change","Sophie Legros, Camille Maubert",2026,2026-09-22,article,Development in Practice,https://doi.org/10.1080/09614524.2026.2697249,https://openalex.org/W7213980947,0
church fathers,“There was no parenting class for this”: Gendered experiences of navigating the empty nest transition,Rebecca Urm,2026,2026-09-22,article,Social Sciences & Humanities Open,https://doi.org/10.1016/j.ssaho.2026.103683,https://openalex.org/W7213980779,0
church fathers,Mexico: Substantial Rights Advances and The Puzzle of Limited Anti-rights Mobilization,"Karina Ansolabehere, Jackeline Alba Udave",2026,2026-09-22,article,Latin American Politics and Society,https://doi.org/10.1017/lap.2026.10073,https://openalex.org/W7213976269,0
church fathers,The Effect of Cultural Values on Family Business Performance,Francis Egorp Obi,2026,2026-09-22,article,IIARD INTERNATIONAL JOURNAL OF ECONOMICS AND BUSINESS MANAGEMENT,https://doi.org/10.56201/ijebm.vol.12.no8.2026.pg173.186,https://openalex.org/W7213974180,0
church fathers,Cultural Property Return and International Law,Isabella Atencio,2026,2026-09-22,book,,https://doi.org/10.4324/9781003601395,https://openalex.org/W7213970535,0
church fathers,"Mayor Richard J. Daley and the Northern Ireland conflict, 1968–76",Andrew J. Wilson,2026,2026-09-22,article,Irish Historical Studies,https://doi.org/10.1017/ihs.2026.10148,https://openalex.org/W7213965342,0
biblical interpretation,Works for 9/22/2026 - Leo Jean Claude Fortier,Ryan MacLean,2026,2026-09-22,conference-paper,Zenodo (CERN European Organization for Nuclear Research),https://doi.org/10.5281/zenodo.22903358,https://openalex.org/W7214002865,0
recapitulation,Curating (entangled) childhood(s): Narrating the past/extracting the future,Kevin Ryan,2026,2026-09-22,article,Cultural Dynamics,https://doi.org/10.1177/09213740261493664,https://openalex.org/W7214054773,0
theological anthropology,"FROM EXTISPICY TO THE BIG DATA PROPHET: PREDICTION, APPLICATION AND THE STRUCTURE OF DECIDING","Pablo Dietrich, Maurília Gabriela da Silva Dietrich",2026,2026-09-22,book-chapter,Seven Editora eBooks,https://doi.org/10.56238/sevened2026.035-012,https://openalex.org/W7214013605,0
biblical interpretation,‘To Write Władysław Szpilman’s Odyssey’: The Music of the Warsaw Ghetto in The Death of a City and The Pianist,J. Mackenzie Pierce,2026,2026-09-22,article,Journal of the Royal Musical Association,https://doi.org/10.1017/rma.2026.10071,https://openalex.org/W7213985002,0
biblical interpretation,Interpretation of Ecology in the Study of the Qur'an: Systematic Literature Review on Environmental Ethics and Sustainability,"Sania Rahma Harfia, Muhammad Sholahuddin",2026,2026-09-22,review,Al Karima Jurnal Studi Ilmu Al Quran dan Tafsir,https://doi.org/10.58438/alkarima.v10i2.674,https://openalex.org/W7213975608,0
biblical interpretation,Decolonising the Sociology of Religion,"Muhammad Kharis Majid, Mujamil Qomar, Syamsun Ni'am",2026,2026-09-22,article,Australian Journal of Islamic Studies,https://doi.org/10.55831/ajis.v11i4.1195,https://openalex.org/W7213974696,0
biblical interpretation,We Loved to be Included: An Afro-Feminist Reading of Philippians 4:2-3 in the Context of Female Leadership,"Daniel Clement Unachukwu, Annette Potgieter",2026,2026-09-22,article,Black Theology,https://doi.org/10.1080/14769948.2026.2732539,https://openalex.org/W7213972827,0
biblical interpretation,Christian Democracy under Autocracy: How Catholics Reinvented Anti-totalitarianism and Human Rights in Late Cold War Czechoslovakia,Krystof Dolezal,2026,2026-09-22,article,Modern Intellectual History,https://doi.org/10.1017/s1479244326100730,https://openalex.org/W7213972756,0
biblical interpretation,"Bathing in wine and olive oil: Late Roman agricultural production in the Small Bath at Antiochia ad Cragum, Rough Cilicia","Emlyn Dodd, Leticia R. Rodriguez",2026,2026-09-22,article,Journal of Roman Archaeology,https://doi.org/10.1017/s1047759426100890,https://openalex.org/W7213971951,0
theological anthropology,ARAMAITI AS A LINGUISTIC CODE FOR DAILY CASUAL EXPRESSION: AN ANALYSIS OF SOCIAL PSYCHOLOGICAL MECHANISM AND SOCIAL COHESION IN SABAH,"Brenda WellJoemakker, Mahirah Masdin, Keiko Ota Masayoshi, Abubakr A. Wahab",2026,2026-09-22,article,MANU Jurnal Pusat Penataran Ilmu dan Bahasa (PPIB),https://doi.org/10.51200/manu.v37i2.8292,https://openalex.org/W7213978934,0
biblical interpretation,Religious non-realism: expanding an idea,J. L. Schellenberg,2026,2026-09-22,article,Religious Studies,https://doi.org/10.1017/s0034412526101851,https://openalex.org/W7213970661,0
Christian theology,Interest Prohibitions and Contract Design in Medieval Christianity and Islam,"İbrahim Halil Sugözü, Sayed Abdullah OMER",2026,2026-09-22,article,International Journal of Islamic Finance and Sustainable Development,https://doi.org/10.55188/ijifsd.v18i3.1406,https://openalex.org/W7213880368,0
theological anthropology,How Anthropology Can Harm Students During a Genocide,Girish Daswani,2026,2026-09-22,article,American Anthropologist,https://doi.org/10.1111/aman.70118,https://openalex.org/W7214021592,0
biblical interpretation,"Jesus, Mary Magdalene, and the Hidden-Bloodline Myth: A Biblical and Historical Examination of the Rewritten Gospel",Sixbert SANGWA,2026,2026-09-22,article,Open Journal of Science Philosophy & Theology (ISSN 3105-3041),https://doi.org/10.65655/ocp.ojspt.163,https://openalex.org/W7213977764,0
Christian theology,Re-forming the Korea Mission Field,Paul S Cha,2026,2026-09-22,book-chapter,,https://doi.org/10.1093/9780197848609.003.0006,https://openalex.org/W7213965189,0
theological anthropology,Integrative Fitrah-Cultural Curriculum: A Synthesis of Hasan Langgulung and Ki Hadjar Dewantara's Thoughts on Holistic Islamic Education,MUHAMMAD KHAQIM,2026,2026-09-22,article,AFHAMUNA Journal of Islamic Thought,https://doi.org/10.66928/afhamuna.v1i4.152,https://openalex.org/W7213980436,0
Christian theology,Cremation Under Siege: Managing the Dead in the Late Interwar Romania,"Marius Rotar, Ioana Zoia Ursu",2026,2026-09-22,article,OMEGA - Journal of Death and Dying,https://doi.org/10.1177/00302228261488538,https://openalex.org/W7213965766,0
Christian theology,Review of Martin (2026): Religious Translation in the Early Modern Global World,"Yanfei Zhao, Huijuan Ma",2026,2026-09-22,article,Babel Revue internationale de la traduction / International Journal of Translation / Revista Internacional de Traducción,https://doi.org/10.1075/babel.26216.zha,https://openalex.org/W7213966674,0
biblical interpretation,Online Discourses of Protest and Identity Negotiations in Phuthaditjhaba,Bright Sinyonde,2026,2026-09-22,article,Communicatio,https://doi.org/10.1080/02500167.2026.2709774,https://openalex.org/W7213968292,0
biblical interpretation,FROM ALBERTUS MAGNUS TO THOMAS AQUINAS: THE DISCURSIVE FOUNDATIONS OF THE RISK ON MERCHANTS AND TRADE,Pierre Januard,2026,2026-09-22,article,Journal of the History of Economic Thought,https://doi.org/10.1017/s1053837226101278,https://openalex.org/W7213967494,0
biblical interpretation,Disability history of the early Catholic mission in Japan: the case of visually impaired bards from the Buddhist tradition,Katja Triplett,2026,2026-09-22,article,Religion,https://doi.org/10.1080/0048721x.2026.2731820,https://openalex.org/W7213967422,0
biblical interpretation,Ermeneutica sapienziale e pratica: Traiettoria simbolica delle tradizioni orali africane in Basil-Juléat Fouda,"Nzikou, Defo",2026,2026-09-22,book-chapter,HAL (Le Centre pour la Communication Scientifique Directe),,https://openalex.org/W7106095346,0
theological anthropology,"When the war never ends: conceptual limitations, contextual differences and implications for interventions in continuous traumatic stress in Sub-Saharan Africa","Jane Namusoke, Betty Akurut Enyipu, Nathaniel Mayengo, Ronald Bahati, Kennedy Amone-P’Olak",2026,2026-09-22,article,Frontiers in Psychiatry,https://doi.org/10.3389/fpsyt.2026.1909621,https://openalex.org/W7213981193,0
church fathers,"Enter the ""Valley of Lilies."" Spatiality, Ritual and Enclosure in the Convent of Saint Monica, Old Goa","Tiago Trindade Cruz, Cláudia Gomes Duarte",2026,2026-09-22,book,Open Repository of the University of Porto (University of Porto),https://doi.org/10.5281/zenodo.22690683,https://openalex.org/W7212153835,0
theological anthropology,Hermenéutica feminista analógica. Un análisis de la creación de la mujer en la cuestión 92 de la Summa Teologiae,"Diego Agudelo Grajales, Maricel Mena-López",2026,2026-09-21,article,Estudios Eclesiásticos Revista de investigación e información teológica y canónica,https://doi.org/10.14422/ee.v101.i398.y2026.005,https://openalex.org/W7213965807,0
theological anthropology,Beyond Melody,Zainab Shallangwa Musa,2026,2026-09-21,article,De-centre Journal of Interdisciplinary Studies,https://doi.org/10.36615/nc0qw772,https://openalex.org/W7213958288,0
theological anthropology,Theocentric energetic anthropology of Gregory Palamas in the light of the theological and philosophical tradition of Byzantine Hesychasm,"Rafael Ayratovich Burkhanov, Olga Vyacheslavovna Nikulina",2026,2026-09-21,article,Manuscript,https://doi.org/10.30853/mns20260233,https://openalex.org/W7214122785,0
theological anthropology,Medieval Kazakhstan as the model of tolerance,Elnur Latif oglu Hаsanov,2026,2026-09-21,article,Turkic Studies Journal,https://doi.org/10.32523/2664-5157-2026-3-65-82,https://openalex.org/W7214031645,0
theological anthropology,REFRAMING CASTE: A DECOLONIAL LENS ON INDIA’S SOCIAL STRUCTURE,CM Kumbharikar,2026,2026-09-21,conference-paper,International Conference on Social Sciences/International Conference on Marketing,https://doi.org/10.17501/2357268x.2025.10202,https://openalex.org/W7214071884,0
theological anthropology,"The Invisible Source of Authority: God in a Secular Age. By DavidWalsh. Notre Dame, Indiana: University of Notre Dame Press, 2025. Pp. 188. $100.00 ( HB ) / $38.00 ( PB ).",Ethan Vander Leek,2026,2026-09-21,book-review,The Heythrop Journal,https://doi.org/10.1111/heyj.70111,https://openalex.org/W7213976319,0
biblical interpretation,"Was Solomon's Sword Real? Judgment, Self-Surrender, and the Judicial Structure of Salvation",BEN NIU,2026,2026-09-21,dissertation,Zenodo (CERN European Organization for Nuclear Research),https://doi.org/10.5281/zenodo.22869376,https://openalex.org/W7213916494,0
Christian anthropology,Social Strategies in Composing for Improvisers: Compositional Voice in/as Ensemble Microtradition,Moss Freed,2026,2026-09-21,article,Contemporary Music Review,https://doi.org/10.1080/07494467.2026.2725959,https://openalex.org/W7150383469,0
Christian anthropology,Secours médical islamique au Burkina : analyse d’une initiative privée endogène de santé publique (2012 à nos jours),"Aboubakar Sidiki SEGDA, Adama KABORE",2026,2026-09-21,article,Akofena revue scientifique des Sciences du Langage Lettres Langues & de la Communication,https://doi.org/10.48734/akofena.n021.vol.6.08.2026,https://openalex.org/W7213948110,0
eschatology,El naciente cristianismo y la ambiguedad ante el Imperio romano: entre la resistencia y la asimilación,Carlos J. Gil Arbiol,2026,2026-09-21,article,Estudios Eclesiásticos Revista de investigación e información teológica y canónica,https://doi.org/10.14422//ee.v101.i398.y2026.003,https://openalex.org/W7213983493,0
eschatology,"From sedentary pews to kinetic stewardship: Reimagining physical activity as Christian discipleship in North Sulawesi, Indonesia","Beatrix Podung, Fredrik Alfrets Makadada, Alva Supit, Defit Pesik, Ellen Lomboan",2026,2026-09-21,article,Christian Journal for Global Health,https://doi.org/10.15566/kg3fy111,https://openalex.org/W7213953247,0
eschatology,How critique reinforces neoliberalism: Justification work in Yunus’s social business discourse,"Vivien Blanchet, Claudine Grisard",2026,2026-09-21,article,Organization,https://doi.org/10.1177/13505084261483536,https://openalex.org/W7213941341,0
eschatology,"Fabric Critique of Rationalism's Probabilistic Ontology, Esoteric Structure, and Misplaced Eschatology",David Zelenka,2026,2026-09-21,preprint,Zenodo (CERN European Organization for Nuclear Research),https://doi.org/10.5281/zenodo.22867050,https://openalex.org/W7213897573,0
eschatology,Eschatologia Iranica IV: Automated Judgment in Zoroastrian Eschatology; The Way Činwad Bridge Works,Yusef Saadat,2026,2026-09-21,article,Iranian Studies,https://doi.org/10.1017/irn.2026.10171,https://openalex.org/W7213875730,0
recapitulation,Exploring the Applicability of Visual Thinking Strategy to Group Art Therapy with Adolescents,Jessica Rae Hirsh Angle,2026,2026-09-21,article,ODU Digital Commons (Old Dominion University),https://doi.org/10.25777/q1wc-mw13,https://openalex.org/W7213681975,0
recapitulation,Branding Agency for Building a Consistent Digital Image of Healthcare Facilities in the Digital Era,"Aninthiasari Aninthiasari, Desak Made Febri Purnama Sari",2026,2026-09-21,article,Journal of Business Social and Technology,https://doi.org/10.59261/bustechno.v7i4.800,https://openalex.org/W7213751255,0
recapitulation,Rolling Through Learning: A Phenomenological Study of Grade 10 Learners’ Experiences with Snake and Ladder in Social Studies,Michael Bordeos,2026,2026-09-21,article,Journal of Innovative Research,https://doi.org/10.54536/jir.v4i3.7580,https://openalex.org/W7213867966,0
recapitulation,Harnessing microfluidics for microbiology: from bacteria-host interactions to emerging cancer therapies,"Léa Pinon, Auriane Debache, Alexandre Thuaud, Luca Tiraboschi, Gerlanda Vella, Jessica Riou Ramon, Céline Cordier, Clara Helal, Pascal Hersen, Maria Rescigno, Maria Carla Parrini, Stéphanie Descroix",2026,2026-09-21,article,Communications Biology,https://doi.org/10.1038/s42003-026-10675-1,https://openalex.org/W7213903965,0
theological anthropology,Science miscommunication,"Joey Pollock, Kim Pedersen Phillips",2026,2026-09-21,article,Inquiry,https://doi.org/10.1080/0020174x.2026.2733559,https://openalex.org/W7213936327,0
Christian anthropology,Cultural rituals and regional economies: an input–output analysis of religious pilgrimage activities in Taiwan,"Yu‐Ting Chang, Chien-Wen Wang, Yu-Lun Chen, Min-Hui Wu",2026,2026-09-21,article,Humanities and Social Sciences Communications,https://doi.org/10.1057/s41599-026-09161-0,https://openalex.org/W7213872095,0
Christian anthropology,Multilingual Justice in Schools,Andrea Honigsfeld,2026,2026-09-21,book,,https://doi.org/10.4324/9781003644071,https://openalex.org/W7213942048,0
Christian anthropology,(Up)rooted Consumptions: Can Plants Speak?,"Mika Hyman, Sebestian Kroupa",2026,2026-09-21,article,The Historical Journal,https://doi.org/10.1017/s0018246x26101812,https://openalex.org/W7213934686,0
Christian anthropology,Los tatuajes de la Santa Muerte,Gustavo Morello,2026,2026-09-21,article,Encartes,https://doi.org/10.29340/en.v9n18.465,https://openalex.org/W7213920396,0
Christian anthropology,Writing into the Canon: Jonas Hassen Khemiri and The Swedish Novel,Karin Filipsson,2026,2026-09-21,article,Scandinavian-Canadian Studies,https://doi.org/10.29173/scancan288,https://openalex.org/W7213916118,0
Christian anthropology,"Water, ritual, and the spectral urban commons",Ulises Moreno-Tabarez,2026,2026-09-21,article,Urban Studies,https://doi.org/10.1177/00420980261483904,https://openalex.org/W7213914022,0
Christian anthropology,“Gracias a la Virgen”: Exvotos en internet y religión digital en la modernidad barroca,Carlos Nazario Mora Duro,2026,2026-09-21,article,Encartes,https://doi.org/10.29340/en.v9n18.454,https://openalex.org/W7213908928,0
Christian anthropology,"Examination of the Typology of Public Open Spaces in Lafia Town, Nasarawa State, Nigeria",Bashayi Obadiah,2026,2026-09-21,article,IIARD INTERNATIONAL JOURNAL OF GEOGRAPHY AND ENVIRONMENTAL MANAGEMENT,https://doi.org/10.56201/ijgem.vol.11.no1.2025.pg28.49,https://openalex.org/W7213899200,0
Christian anthropology,The Influence of Entrepreneurial Self-Efficacy and Creativity on Job Insecurity and Mental Health Among Youth Corps Members in Ibadan Metropolis,Emmanuel Omopo Oluwaseun,2026,2026-09-21,article,WORLD JOURNAL OF ENTREPRENEURIAL DEVELOPMENT STUDIES,https://doi.org/10.56201/wjeds.v11.no1.2026pg72.83,https://openalex.org/W7213880568,0
Christian anthropology,MATERIALITY AND HYLÊ IN LONGUS’ DAPHNIS AND CHLOE,Leo A. Boonstra,2026,2026-09-21,article,The Classical Quarterly,https://doi.org/10.1017/s0009838826101633,https://openalex.org/W7213876630,0
theological anthropology,Artificial Intelligence and Spirituality: A Systematic Scoping Review of Human-AI Engagement,"Anna Burcombe, Patricia Carlisle, Paul T. Best",2026,2026-09-21,preprint,Research Square,https://doi.org/10.21203/rs.3.rs-11063955/v1,https://openalex.org/W7213956557,0
incarnation,"Patronage, Taxes, and Lawlessness: Peasant Resistance to the Dutch Colonial Government’s Rice Tax Policy in Polombangkeng, South Sulawesi","Taufik Ahmad, Abd. Karim, Muslimin A.R. Effendy, Hasanuddin Anwar",2026,2026-09-21,article,Itinerario,https://doi.org/10.1017/s0165115326100989,https://openalex.org/W7213920210,0
theological anthropology,Navigating the New World of Neuroscience: From Biological Plasticity to Theological Reflection,Mathew Santhosh Thomas,2026,2026-09-21,article,Christian Journal for Global Health,https://doi.org/10.15566/ax8sz220,https://openalex.org/W7213906100,0
incarnation,"Beyond the Nestorian Charge: Calvin, Chalcedon, and the Grammar of Mediatorial Unity",Daniel J. Grace,2026,2026-09-21,article,Zenodo (CERN European Organization for Nuclear Research),https://doi.org/10.5281/zenodo.22873554,https://openalex.org/W7213878977,0
theological anthropology,Evangelizar el inconsciente. Una propuesta de Pierre Ganne,Ricardo Samuel Aldana Valenzuela,2026,2026-09-21,article,Proyección: Teología y mundo actual,https://doi.org/10.59798/ptma.2026.302.6218,https://openalex.org/W7213891468,0
church fathers,"Books on the Road: Experiences of Reading in Robert Lee’s Travel Journal, 1824–1826",Nataliia Voloshkova,2026,2026-09-21,article,Knygotyra,https://doi.org/10.15388/knygotyra.2026.86.3,https://openalex.org/W7213892443,0
church fathers,Drowning as Life and Death,"Suvania Naidoo, Relebogile Rasodi, Hugo Ka Canham, Lu‐Anne Swart",2026,2026-09-21,article,De-centre Journal of Interdisciplinary Studies,https://doi.org/10.36615/xpze0p89,https://openalex.org/W7213891263,0
church fathers,Reconstructing reproductive and relationship norms: the political thought of Henrik Bergegren,Peter Bauer,2026,2026-09-21,article,The History of the Family,https://doi.org/10.1080/1081602x.2026.2733643,https://openalex.org/W7213888472,0
church fathers,"Peripheral cosmopolitanism: remixing China, articulating Kenya in a music video",Jonathan Wu,2026,2026-09-21,article,Ethnomusicology Forum,https://doi.org/10.1080/17411912.2026.2728950,https://openalex.org/W7213886057,0
church fathers,From Moral Rupture to Vocational Reconstruction: An Interpretative Phenomenological Study of Roman Catholic Priest-Fathers,Romel Apurillo,2026,2026-09-21,article,The International Review of Multidisciplinary Research,https://doi.org/10.67167/vertex.724,https://openalex.org/W7213884942,0
church fathers,The Marginal Donelaitis: Personality Traits of Kristijonas Donelaitis in the Light of his Auto-Commentaries,Vaidas Šeferis,2026,2026-09-21,article,Knygotyra,https://doi.org/10.15388/knygotyra.2026.86.9,https://openalex.org/W7213881175,0
church fathers,Lindemann and his family,David Dunmur,2026,2026-09-21,book-chapter,,https://doi.org/10.1093/9780198966432.003.0004,https://openalex.org/W7213875914,0
church fathers,"‘At work with the Baillie’: Recognising Assistantship, Apprenticeship and Invisible Labour in Alexander Gardner’s Washington Gallery",Damian Sutton,2026,2026-09-21,article,History of Photography,https://doi.org/10.1080/03087298.2026.2692749,https://openalex.org/W7213870739,0
church fathers,Erotic Motherhood and Queer Desire in Chinelo Okparanta’s Under the Udala Trees,Paul Akika Okun,2026,2026-09-21,article,Journal of Gender Related Studies,https://doi.org/10.47941/jgrs.3987,https://openalex.org/W7213865603,0
church fathers,A Study on the Effects of Wheel Throwing and a Child Diagnosed with Attention Deficit/Hyperactivity Disorder,Jennifer Evans,2026,2026-09-21,article,ODU Digital Commons (Old Dominion University),https://doi.org/10.25777/3dz8-6e30,https://openalex.org/W7213682701,0
biblical interpretation,PENGUATAN NILAI-NILAI KEMERDEKAAN DALAM PERSPEKTIF IMAN KRISTEN SEBAGAI STRATEGI PERTUMBUHAN GEREJA YANG BERDAMPAK BAGI BANGSA: STUDI PADA JEMAAT GSJKI MUARAFAJAR,"Yohanes Nduru, Herbin Simanjuntak, Yustini Laia, Listari Halawa",2026,2026-09-21,article,Devotion Jurnal Pengabdian Kepada Masyarakat,https://doi.org/10.62282/devotion.v4i1.30-45,https://openalex.org/W7213782938,0
biblical interpretation,Deleuze,,2026,2026-09-21,book,,https://doi.org/10.3390/books978-3-7258-8902-0,https://openalex.org/W7213862722,0
biblical interpretation,"Vyasa, One or Many?",Iwona Milewska,2026,2026-09-21,book-chapter,,https://doi.org/10.4324/9781003701347-5,https://openalex.org/W7213876072,0
biblical interpretation,Unbinding pedagogy and onto-epistemology within constructivist learning theory: Towards the decolonial potential of learner-centred pedagogy in the Global South,Nozomi Sakata,2026,2026-09-21,article,Educational Philosophy and Theory,https://doi.org/10.1080/00131857.2026.2733631,https://openalex.org/W7213878282,0
biblical interpretation,The evolving nature of windfall taxation: an interim measure for a broken corporate tax?,Ricardo García Antón,2026,2026-09-21,article,European Law Open,https://doi.org/10.1017/elo.2026.10095,https://openalex.org/W7213895647,0
biblical interpretation,Leviathan Across Traditions: Religious Continuity from the Ancient Near East to Revelation,"Reed Liebman, Laura Ahrens James",2026,2026-09-21,article,UF Journal of Undergraduate Research,https://doi.org/10.32473/ufjur.28.141641,https://openalex.org/W7213900953,0
patristics,The Piety of Philology,Felix Schlichter,2026,2026-09-21,book-chapter,,https://doi.org/10.4324/9781003701347-3,https://openalex.org/W7213956727,0
patristics,The World as Vulva: Genital Metaphors in the Writing and Images of Female Mystics,Jennifer Konrad,2026,2026-09-21,article,Knygotyra,https://doi.org/10.15388/knygotyra.2026.86.10,https://openalex.org/W7213953002,0
patristics,"Engaging the Church Fathers in Nineteenth-Century Catholicism: The Patristic Legacy of the Scuola Romana by Joseph CarolaSJ, Emmaus Academic, Steubenville, OH, 2023, pp. xiii + 518, hbk £48",Robin Ward,2026,2026-09-21,book-review,New Blackfriars,https://doi.org/10.1017/nbf.2026.10166,https://openalex.org/W7213913883,0
patristics,An Offering of Fullness: A Surgeon's Reflection on Calling and Surrender,Michael Adly Mikhail,2026,2026-09-21,article,Christian Journal for Global Health,https://doi.org/10.15566/r2h33f14,https://openalex.org/W7213907919,0
patristics,MetaFlux: a unified short-read multi-marker amplicon and shotgun taxonomic profiling workflow,Livio Antonielli,2026,2026-09-21,software,Zenodo (CERN European Organization for Nuclear Research),https://doi.org/10.5281/zenodo.22876451,https://openalex.org/W7213902610,0
patristics,A machine learning framework for interpreting phylogenetic tree patterns in interkingdom horizontal gene transfer,"Kevin Aguirre-Carvajal, Cristian Munteanu, Vinicio Armijos-Jaramillo",2026,2026-09-21,article,Frontiers in Bioinformatics,https://doi.org/10.3389/fbinf.2026.1891949,https://openalex.org/W7213893345,0
biblical interpretation,Continuity and Change in the Apparatus around 1850,Scott Mandelbrote,2026,2026-09-21,book-chapter,,https://doi.org/10.4324/9781003701347-8,https://openalex.org/W7213905508,0
biblical interpretation,"Thomas Paine’s Greatest Revolution: Nationality, Citizenship, and Civic Identity in America",Richard Boyd,2026,2026-09-21,article,The Review of Politics,https://doi.org/10.1017/s0034670526101132,https://openalex.org/W7213939889,0
church fathers,Determinants and Health Consequences of Childhood Obesity: A Review,"Jyotpreet Kaur, Amarjeet Kaur, Harleen Kaur",2026,2026-09-21,article,European Journal of Nutrition & Food Safety,https://doi.org/10.9734/ejnfs/2026/v18i102155,https://openalex.org/W7213913102,0
church fathers,Irish giants: from myth to medicine,"Wouter W. de Herder, Paul Benjamin Loughrey, Márta Korbonits, Adrian Daly",2026,2026-09-21,article,Irish Journal of Medical Science (1971 -),https://doi.org/10.1007/s11845-026-04613-7,https://openalex.org/W7213899762,0
incarnation,Time and World-History,Kristin Plys,2026,2026-09-21,book-chapter,,https://doi.org/10.4324/9781003599937-10,https://openalex.org/W7213910312,0
incarnation,The Cultural Export Politics of Streaming Television,Benjamin Nickl,2026,2026-09-21,book-chapter,,https://doi.org/10.4324/9781003693468-14,https://openalex.org/W7213912124,0
theological anthropology,THE IMPORTANCE OF MIKHAIL BAKHTIN IN THE THEORY OF LITERATURE,Anita Dimitrijovska-Jankulovska,2026,2026-09-21,article,SCIENCE International Journal,https://doi.org/10.35120/sciencej0503331d,https://openalex.org/W7213867370,0
theological anthropology,Marxist Theory and Social History of the Global South,Kristin Plys,2026,2026-09-21,book,,https://doi.org/10.4324/9781003599937,https://openalex.org/W7213868428,0
theological anthropology,The materiality of postapartheid: post-racial signifiers in Gray Hofmeyr’s Yankee Zulu (1993) and Mad Buddies (2012),Addamms Mututa,2026,2026-09-21,article,Critical African Studies,https://doi.org/10.1080/21681392.2026.2732902,https://openalex.org/W7213876242,0
incarnation,"1d5v (1 Dataset, 5 Visualizations): A Scalable Peer-Critique Model for Teaching Visualization Design","Wesley Willett, Karly Ross",2026,2026-09-21,article,Libraries and Cultural Resources (University of Calgary),https://doi.org/10.11575/prism/52078,https://openalex.org/W7213995382,0
incarnation,Critique de la raison calculatrice dans la pensée hansberryenne,Daniel Tia,2026,2026-09-21,article,Akofena revue scientifique des Sciences du Langage Lettres Langues & de la Communication,https://doi.org/10.48734/akofena.n021.vol.6.12.2026,https://openalex.org/W7213956878,0
incarnation,Patronage and Creative Artists,"Israel Fadipe, Babatunde Etsri Blavo",2026,2026-09-21,article,De-centre Journal of Interdisciplinary Studies,https://doi.org/10.36615/gdfjyy25,https://openalex.org/W7213927267,0
